subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,7/17/2020,3/3/2019,3/6/2019,HarrisX,C,3005,rv,.01371568,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQKiVcavgziSSz6vq62gbIkwQq-eu63wTFGEijxPbqhufy70_aUwi_XWMFTchzh8S7z6FGg-ab1jfT1/pubhtml/sheet?headers=false&gid=0,57643,93487,3/7/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/4/2019,3/7/2019,HarrisX,C,3004,rv,0,0,42,37,46.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRapf3CL768PIUdKXBXY4uQ8l4Nhzo7NoW55oJgNwgG0AtTzDQWCpTo1T8ZIQEMc_LExDdehZicrF-L/pubhtml/sheet?headers=false&gid=0,57647,93492,3/8/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/5/2019,3/8/2019,HarrisX,C,3004,rv,.01370255,0,42,37,46.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTJ8bK89zIzCQXxUMgAnLvKMF65ZM1HB6Vvshx7V4hoJt-ZjiVFoRg907ODO1KxdA2do9lGqXB8AGep/pubhtml/sheet?headers=false&gid=0,57650,93498,3/9/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/6/2019,3/9/2019,HarrisX,C,3000,rv,.0136787,0,42,38,46.910864,42.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57659,93521,3/11/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/7/2019,3/10/2019,HarrisX,C,3000,rv,.01366578,0,41,37,45.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57660,93522,3/11/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/8/2019,3/11/2019,HarrisX,C,3002,rv,.01365624,0,42,35,46.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQTJwElVOKGDjM4UltrmAW2Djg8suIVMk2jjOVrY_iYquyk56CdWJdvfk2pQwOCg1DX_TUbJAi5qSU9/pubhtml/sheet?headers=false&gid=0,57661,93528,3/12/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/9/2019,3/12/2019,HarrisX,C,3002,rv,.01363938,0,41,35,45.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTozBRzxQi0a5IGLbAU5NWAaduxOlvGAW9WDwmkH6PLfq-MdUJO-Gx1ogLTm6HDm18jsF49QHjNgKEs/pubhtml/sheet?headers=false&gid=0,57677,93571,3/13/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/8/2019,3/15/2019,HarrisX,C,7003,rv,.06355942,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ65Fk1xJqfdAoMnnI3KvGq3UcPTQgUVJfU2YTtViut-pJtbZLdPWiEN233mXkhvJgKL1a114pktQAD/pubhtml/sheet?headers=false&gid=0,57694,93606,3/16/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/10/2019,3/13/2019,HarrisX,C,3001,rv,.01361858,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTOgCFLC8296zBFBi4VlJj4Nmh1L3-xzaZm83_z7vA9gDoy5TgyZBInkHHKHengXc1F13PbawIwTN1y/pubhtml/sheet?headers=false&gid=0,57681,93584,3/14/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/11/2019,3/14/2019,HarrisX,C,3000,rv,0,0,42,37,46.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTmwbtM5SjppLmpNMsP9ahPtcJZ4ZAv7oJV9N6RxWmLZuk2f8ITYBnEKXnY7rUNeI6R6RPIA4J4sEf5/pubhtml/sheet?headers=false&gid=0,57688,93595,3/15/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/12/2019,3/15/2019,HarrisX,C,3001,rv,.01362051,0,43,36,47.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRtqRSRaRmH7JPfDYAKKsMKS950y_vyf_aZ9RmNlPUgZ11HRUNYxuzkzGEwlAO2TUBvdgjJNBxQW9Fa/pubhtml/sheet?headers=false&gid=0,57692,93605,3/16/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/13/2019,3/16/2019,HarrisX,C,3000,rv,.0136155,0,44,36,48.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57729,93706,3/21/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/14/2019,3/17/2019,HarrisX,C,3000,rv,.01360742,0,43,35,47.910864,39.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57730,93707,3/21/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/15/2019,3/18/2019,HarrisX,C,3002,rv,.01360248,0,43,35,47.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQBtsU940LKs1kPv4n8ujeUxEppfAoc2XvgzxE-ooMIWOmEOswm78NoyX3-0f0WHwX3UfDwIBlWYF-m/pubhtml/sheet?headers=false&gid=0,57701,93626,3/19/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/16/2019,3/19/2019,HarrisX,C,3004,rv,.0135993,0,44,36,48.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSjJ_CLUxn1DWe2mApnSxKpBHEZXjv0hk3tewMYpwRGfRzNmPezKJY72UPZrvFSlevjNZLa8eru7Zqu/pubhtml/sheet?headers=false&gid=0,57716,93686,3/20/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/17/2019,3/20/2019,HarrisX,C,3005,rv,.01359211,0,43,36,47.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQiDmgQugIi3iYOeuf3YOWXlZZsWgt2RPVBDJ4qENy91pnmb8bvJTD-_yI8DJPZFQZYErCKPollBmEy/pubhtml/sheet?headers=false&gid=0,57723,93701,3/21/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/15/2019,3/22/2019,HarrisX,C,7007,rv,.06338765,0,43,35,47.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQGAiQgghmBR5PqO7mMRoauh_ZcbRKYIoK75jWXTDJvzi14ajxYPQiUOtvE5Tf5830aGGHsMox6mRjX/pubhtml/sheet?headers=false&gid=0,57738,93737,3/23/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/18/2019,3/21/2019,HarrisX,C,3005,rv,0,0,43,35,47.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSqQHlf3aV5Kd743hDkJHZYTLZhA_zD2CAvzmehmR07-w0ORTZI3q5fuwID-UtEM_G5LTTYWct0MtBn/pubhtml/sheet?headers=false&gid=0,57731,93728,3/22/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/19/2019,3/22/2019,HarrisX,C,3002,rv,.0135913,0,41,36,45.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTjrna8Uqyn4kyPWZSYHK9wSbAMCGmVwj--D-bCCxXvT43C-P1ehQSgMZyOiKSi1X2iPvvXR9G4hl_4/pubhtml/sheet?headers=false&gid=0,57737,93736,3/23/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/20/2019,3/24/2019,McLaughlin & Associates,C/D,1000,lv,.48769481,0,42.8,46.7,43.81685,43.701568,"","",http://mclaughlinonline.com/pols/wp-content/uploads/2019/03/National-Omni-MA-Topline-for-Release-3-25-19.pdf,57748,93773,3/25/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/20/2019,3/23/2019,HarrisX,C,3000,rv,.0135873,0,42,36,46.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57746,93770,3/25/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/21/2019,3/24/2019,HarrisX,C,3000,rv,.0135845,0,42,36,46.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57747,93771,3/25/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/22/2019,3/24/2019,Morning Consult,B/C,1994,rv,.23037129,0,43,38,45.673395,40.53839,"","",https://morningconsult.com/wp-content/uploads/2019/03/190346_crosstabs_POLITICO_RVs_v1_EM.pdf,57760,93798,3/26/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/22/2019,3/25/2019,HarrisX,C,3002,rv,.0135846,0,43,36,47.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSN9bw9Do0-GxN4C4_xj_SXY6XA4gUl-UcnHtKw5jFhgQjLxbFuLrhQHeVRrOGWlCNdIolvUe4-KSQj/pubhtml/sheet?headers=false&gid=0,57749,93777,3/26/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/23/2019,3/26/2019,HarrisX,C,3001,rv,.01357292,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTtZemsUR4rEqRVOKbvlMdoi_eHS1a7-5xV__ec8HdgTn3iRd8xzL3gAK1MASHr5CXgm1cgg58Pm-va/pubhtml/sheet?headers=false&gid=0,57761,93843,3/27/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/22/2019,3/29/2019,HarrisX,C,7010,rv,.06337842,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQfJDdAIQCaaVYAzy2tC6PaVgi7xJ0HAebVEK76_lSnP1s1KMWuLhmrMNhjotNO4-KGSPcInvv1lh2i/pubhtml/sheet?headers=false&gid=0,57795,93886,3/30/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/24/2019,3/27/2019,HarrisX,C,3005,rv,.01358432,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTCONWQRFKB9UBn1RsIYuu78r59kL-egyplmghzXtE_kRRS9ggnJKW7te-2qOnDeu6UbqN0wLfm3RJ3/pubhtml/sheet?headers=false&gid=0,57780,93854,3/28/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/25/2019,3/28/2019,HarrisX,C,3006,rv,0,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vS1U7AVIURN7wtHSv0l71zK7BwzQkzfGb6BT9jdf4Q_UK_imRKzbF11aurq3QEyd4CY0xwpFlzZLC6M/pubhtml/sheet?headers=false&gid=0,57786,93875,3/29/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/27/2019,3/28/2019,Public Policy Polling,B,846,rv,1.226033,0,51,40,49.334302,40.0318,"","",https://www.publicpolicypolling.com/wp-content/uploads/2019/04/PPP_Release_National_40119.pdf,57802,93901,4/1/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/26/2019,3/29/2019,HarrisX,C,3008,rv,.01361993,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTuoMQjVnSTWxy5nWZwbOMoB-T4-Hg64_QMfie1t4Uf_Az7H02JUkIgoaFxZmPheA0p6O47RR5QfAYH/pubhtml/sheet?headers=false&gid=0,57794,93885,3/30/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/27/2019,3/30/2019,HarrisX,C,3000,rv,.01359307,0,43,37,47.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57804,93913,4/1/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/28/2019,3/31/2019,HarrisX,C,3000,rv,.0135943,0,43,37,47.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57805,93921,4/2/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/29/2019,4/1/2019,HarrisX,C,3007,rv,.01362089,0,43,37,47.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTWFEJaqYwq6wm2dhqfUiNGR6B95a7eHqIA0_zLoVqF1yareV3sieUG5xPl7C2B3Gc0knQNq-KweYO0/pubhtml/sheet?headers=false&gid=0,57803,93915,4/2/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/30/2019,3/31/2019,Winston Group,B/C,1000,rv,.47759242,0,46,41,45.821674,41.274141,"","",https://www.winningtheissues.org/wp-content/uploads/2019/05/Winning-the-Issues-March-2019.pdf,66584,124118,5/29/2020,18:00:11 17 Jul 2020
All polls,7/17/2020,3/29/2019,4/1/2019,Morning Consult,B/C,1945,rv,.20541991,0,42,40,44.673395,42.53839,"","",https://morningconsult.com/wp-content/uploads/2019/04/190362_crosstabs_POLITICO_RVs_v1_AP.pdf,57813,93926,4/2/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/30/2019,4/2/2019,HarrisX,C,3005,rv,.01360852,0,43,36,47.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSLnr_5l9pUJ3WVnq3yoBTl4W3FuDSIL_d3xzncPo-408ocZMOIZN-5ignGo5YR867abqZV8TsnL3wo/pubhtml/sheet?headers=false&gid=0,57812,93953,4/3/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/31/2019,4/4/2019,Georgetown University/Battleground,A/B,1000,lv,1.5740197,0,42,37,42.81864,37.536283,"","",http://politics.georgetown.edu/wp-content/uploads/2019/04/BG-64-questionnaire.pdf,57846,94014,4/9/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,3/31/2019,4/3/2019,HarrisX,C,3005,rv,.01360568,0,41,36,45.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vToqAUPAYMEPpRwNOZABh6YLINvA6QyQ9nXDaDHcuvxSwxk1Ch4RaSD9_TURLyxIjC5xQ1AIagMWW3u/pubhtml/sheet?headers=false&gid=0,57825,93973,4/4/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/1/2019,4/4/2019,HarrisX,C,3007,rv,.01361041,0,41,35,45.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRaWtxW8I9XrCt8tcIkA-EqKId9mKVkqtbWgWv3n-LZbLtkyofzY2gCc1l2seSc8gJHvrlT02MPxFi2/pubhtml/sheet?headers=false&gid=0,57828,93976,4/5/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/2/2019,4/5/2019,HarrisX,C,3000,rv,.01357662,0,42,35,46.910864,39.819588,"",T,https://scottrasmussen.com/congressional-ballot-percentages/,57832,93983,4/6/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/3/2019,4/6/2019,HarrisX,C,3000,rv,.01357487,0,41,36,45.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57848,94018,4/9/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/4/2019,4/7/2019,HarrisX,C,3000,rv,.01356482,0,42,36,46.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57849,94019,4/9/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/5/2019,4/7/2019,Morning Consult,B/C,1992,rv,.20204399,0,45,36,47.673395,38.53839,"","",https://morningconsult.com/wp-content/uploads/2019/04/190419_crosstabs_POLITICO_RVs_v1_DK.pdf,57858,94055,4/9/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/5/2019,4/8/2019,HarrisX,C,3000,rv,.01354832,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTJbliuO8IyMJ4lIP3FHVFPrOPJjWuD8m30s0I0LAP41TuDqi9p81slYail9zBpJBP5mYXHCiifjeTZ/pubhtml/sheet?headers=false&gid=0,57842,94012,4/9/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/6/2019,4/9/2019,HarrisX,C,3001,rv,.01353817,0,43,35,47.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQcY9u1rnD4RHoyqk2sb5nuS0WqogGeCFkwbAJYzlxhs7LmXmiLppaRmLjHlsZrENjD53RDnT6h7_2h/pubhtml/sheet?headers=false&gid=0,57857,94075,4/11/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/7/2019,4/10/2019,HarrisX,C,3002,rv,.01352843,0,42,35,46.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTE1KEgJJEKDrTsu6fQ48AmuZwaoyF7znWnOAQYThGksYhTEE5jtAADA4sJ687OF-IBhk3j8nELk-hB/pubhtml/sheet?headers=false&gid=0,57867,94076,4/11/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/8/2019,4/11/2019,HarrisX,C,3003,rv,.01351883,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQKlo7nWwu2SDfOzkLcLtgeM3Ru9SD4GbqXr99lEgDQiwYCwvAUFZM1FGxfsuf-L3DR2LNsgL2fM2Is/pubhtml/sheet?headers=false&gid=0,57874,94084,4/12/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/9/2019,4/12/2019,HarrisX,C,3000,rv,.01349078,0,42,36,46.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57881,94113,4/15/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/10/2019,4/13/2019,HarrisX,C,3000,rv,.01347676,0,42,37,46.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57893,94123,4/16/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/11/2019,4/14/2019,HarrisX,C,3000,rv,.01345457,0,42,37,46.910864,41.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57894,94124,4/16/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/12/2019,4/14/2019,Morning Consult,B/C,1998,rv,.19779842,0,42,39,44.673395,41.53839,"","",https://morningconsult.com/wp-content/uploads/2019/04/190431_crosstabs_POLITICO_RVs_v1_ML.pdf,57895,94126,4/16/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/12/2019,4/15/2019,HarrisX,C,3007,rv,.01345746,0,41,38,45.910864,42.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSCIdODQXyqs91Ou1BSUCElhtyMM0EM2iwTSrBQh_d85MquxUoKLknaO-cnxx4I5EissIM1kNacUVwp/pubhtml/sheet?headers=false&gid=0,57886,94119,4/16/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/13/2019,4/16/2019,HarrisX,C,3006,rv,.01342641,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSsab0Q9N-Ng48x8t7khDy4CFXWnSSwMI3IJ_6Fle70qXsR5_DUb4YjoNfFK6c5uFE4n5Nbr0hW6uBH/pubhtml/sheet?headers=false&gid=0,57898,94135,4/17/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/15/2019,4/16/2019,Winston Group,B/C,1000,rv,.44233475,0,47,39,46.821674,39.274141,"","",https://www.winningtheissues.org/wp-content/uploads/2019/05/Winning-the-Issues-April-I-2019.pdf,66585,124119,5/29/2020,18:00:11 17 Jul 2020
All polls,7/17/2020,4/12/2019,4/19/2019,HarrisX,C,7016,rv,.06255167,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTK5aBc7rs6Zxqi9hUOIitr5nIiBgKHfqu7mAFAUAQXIFGjqH052OBvL0qinfuhzbSZvOf84DaBouCo/pubhtml/sheet?headers=false&gid=0,57918,94170,4/20/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/14/2019,4/17/2019,HarrisX,C,3003,rv,.01338674,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQm944knaiYKWPWbVrZGAWYoYxl5xBwUHkp3ZRh9ncVDGIysU5tHw-87kMgaTxmsbLTbsiSU-1eN5Za/pubhtml/sheet?headers=false&gid=0,57906,94151,4/18/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/15/2019,4/18/2019,HarrisX,C,3005,rv,0,0,41,35,45.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ0nrnenX4-nXs-HN98SH4epbm6WXWHDLElDikKItQsqqEe1os5oZAXa8TOGbLBtx80FoapYSNGxclJ/pubhtml/sheet?headers=false&gid=0,57910,94161,4/19/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/16/2019,4/19/2019,HarrisX,C,3009,rv,.01339487,0,42,35,46.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTgcuXDVbBA2Lv_OIQqJ-VwatgfA4jM_l13P14giDG_d51vAtVl9oaraW8XU9Pe-kvzOeQtEuij8pDN/pubhtml/sheet?headers=false&gid=0,57916,94169,4/20/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/17/2019,4/20/2019,HarrisX,C,3000,rv,.01334327,0,41,35,45.910864,39.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57927,94184,4/22/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/19/2019,4/21/2019,Morning Consult,B/C,1992,rv,.19446845,0,45,34,47.673395,36.53839,"","",https://morningconsult.com/wp-content/uploads/2019/04/190452_crosstabs_POLITICO_RVs_v1.pdf,57929,94225,4/25/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/18/2019,4/21/2019,HarrisX,C,3000,rv,.01332345,0,42,35,46.910864,39.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57928,94185,4/22/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/19/2019,4/22/2019,HarrisX,C,3007,rv,.01332825,0,43,35,47.910864,39.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRaRmOYOQmgfj7H1yzfZXyw9rFSIq2YLf4L5No3H6l8WJwV0rFA4NS7qYlsWZ4Qwh3ZWqR3mMwmKdcd/pubhtml/sheet?headers=false&gid=0,57930,94196,4/23/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/20/2019,4/23/2019,HarrisX,C,3005,rv,.01329469,0,43,36,47.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vS0olsLXOlk4u05yRIfUfwPmTV0aAc3ZvJh0R7jzkEIvvLSCycmipwN2kR289W975p79KtdYH5vIAlR/pubhtml/sheet?headers=false&gid=0,57939,94206,4/24/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/19/2019,4/26/2019,HarrisX,C,7009,rv,.06189997,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRq95rCWbaHi1Ul7yRcc1Z7A8OzM4QZJYuPc7-zkgZimxNCnqnqATBNajqUVtyRIg_2v9g_DT5EKCO0/pubhtml/sheet?headers=false&gid=0,57960,94246,4/27/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/21/2019,4/24/2019,HarrisX,C,3005,rv,.01326933,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQnElCB4LjjUk4OXALHFnfLzwjRfr5sBsEQX9Zj1hDsI1-LScK5FEYFbMTqU5Ie7O2PvOnBBRlAM0RY/pubhtml/sheet?headers=false&gid=0,57948,94226,4/25/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/22/2019,4/25/2019,HarrisX,C,3002,rv,0,0,41,36,45.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRrpctS0JRFKO0YAT1ZKZPp65aMgkblykFMQRrSnOHSQxG1s7LphLQKVfNPF5J16pXwpdKoOnSbu03z/pubhtml/sheet?headers=false&gid=0,57953,94237,4/26/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/23/2019,4/26/2019,HarrisX,C,3001,rv,.01323429,0,41,36,45.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSLzxrujvN1dMBgvoJ6grfQdidYTTKNbY4-94tVUpKzar2xr5IEGcXkQFH38NMOspMtd9VRBSqfqNlw/pubhtml/sheet?headers=false&gid=0,57959,94245,4/27/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/24/2019,4/27/2019,HarrisX,C,3000,rv,.01321909,0,42,36,46.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57966,94269,4/29/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/25/2019,4/28/2019,HarrisX,C,3000,rv,.01320031,0,42,36,46.910864,40.819588,"",T,https://scottrasmussen.com/toplines-congressional-ballot/,57967,94270,4/29/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/26/2019,4/29/2019,HarrisX,C,3005,rv,.0131973,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQDsySLrK5wu4f-RVteLawTNMm__ODx9uvBiCHlQna6l8FbwlSB6tvb_XYf7q1Nd9ndHzyeiKf9zZDh/pubhtml/sheet?headers=false&gid=0,57968,94275,4/30/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/27/2019,4/30/2019,HarrisX,C,3005,rv,.01317388,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTPBtmScUmD5JktB61xa-4K-YZ2XQHBiX2Y7cQZD_7d0VqndVOBMYYbYWKxvdXXuTIfNTvxcmgM366Y/pubhtml/sheet?headers=false&gid=0,57976,94297,5/1/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/28/2019,4/29/2019,Morning Consult,B/C,1995,rv,.19359866,0,44,37,46.673395,39.53839,"","",https://morningconsult.com/wp-content/uploads/2019/04/190465_crosstabs_POLITICO_RVs_v1_AP-copy.pdf,57978,94291,4/30/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/28/2019,5/1/2019,HarrisX,C,3003,rv,.01314112,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTFTsycmi_UyY3zhAbSbegvSJrdeJI_bSQAi2rKQTMSxeWpAAQnGScjyHuXF9S9kj2JVA7spu5CuxjS/pubhtml/sheet?headers=false&gid=0,57989,94322,5/2/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/26/2019,5/3/2019,HarrisX,C,7010,rv,.06135148,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTs5os7k0gqvY8MmwhLmwgbAd-tQDzditSa3Pfx3Lli1DaDamYo15aj6C55vM5w4E9KAOsUA5IMWc4v/pubhtml/sheet?headers=false&gid=0,58001,94356,5/4/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/30/2019,5/1/2019,Winston Group,B/C,1000,rv,.42348818,0,46,40,45.821674,40.274141,"","",https://www.winningtheissues.org/wp-content/uploads/2019/06/Winning-The-Issues-April-II-2019.pdf,66586,124120,5/29/2020,18:00:11 17 Jul 2020
All polls,7/17/2020,4/29/2019,5/2/2019,HarrisX,C,3004,rv,0,0,42,36,46.910864,40.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTHevYiVSWnw82tnJ0-iLKVEWhwsl47sHIYeVv6XFCY1MCLk1TSKXRjQJEQK-CyOS9B05aL-B05rtkU/pubhtml/sheet?headers=false&gid=0,57993,94344,5/3/2019,18:00:11 17 Jul 2020
All polls,7/17/2020,4/30/2019,5/3/2019,HarrisX,C,3004,rv,.01313005,0,41,37,45.910864,41.819588,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT8UaaG15X8o-7PPZMKGP4C4saCqbsJuFRPQewJeOzKMZRk2z-MHmJHH0KvWd5OU7kLNMsu67qm6jT8/pubhtml/sheet?headers=false&gid=0,57999,94355,5/4/2019,18:00:11 17 Jul 2020
